iteration,training_loss,validation_loss,iter_time,raw_grad_norm,lr,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,beta0,beta1,beta2,beta3,beta4,beta5,beta6,beta7,beta8,beta9,beta10
10,0.031189344685683396,0.002153070356948332,0.0037793749943375587,0.023481000381382906,1.8819999999999986e-05,1.2502214437430788,1.2502212876303156,1.2502212456419006,1.2502211923197433,1.2502211075417042,1.25022099124469,1.2502208484467865,1.2502206883446294,1.2502205192266949,1.2502203371294285,1.250220093286343,9.900734588079723e-05,0.2818524636511569,0.43414168884603455,0.5311626712388192,0.5988774052671956,0.6490220675199776,0.687744514842993,0.7185984333532182,0.7437895583407952,0.7647631823261917,0.7824092432280134
11,0.03015063262853487,0.002152721875479119,0.0037866249913349748,0.023104308599046337,2.079999999999999e-05,1.2502680185273405,1.2502678496610706,1.2502678454796523,1.2502678357093757,1.2502677889165454,1.2502676977848184,1.250267561331288,1.2502673870523615,1.250267186575949,1.2502669606818577,1.250266660980093,0.0001198322822258651,0.2818732867361441,0.43416252560766033,0.5311835233126265,0.5988982711733248,0.6490429436329624,0.6877653957646456,0.7186193130512594,0.7438104318783526,0.76478404679213,0.7824092432280134
12,0.03041682950080167,0.002152339982478947,0.0037012919783592224,0.023302852039445692,2.2779999999999995e-05,1.2503190642532458,1.2503189079199937,1.2503189513027584,1.2503189867361921,1.2503189708345646,1.2503188883424794,1.250318734617207,1.2503185222403943,1.2503182749942519,1.250318004237607,1.2503176602100017,0.000142660602320819,0.28189612429778815,0.4341853821921312,0.5312063978126995,0.5989211593510863,0.6490658387865357,0.6877882894730699,0.7186421972829269,0.7438333017333625,0.7648069016255248,0.7824092432280134
13,0.02997256663171993,0.002151924641071146,0.0037844160106033087,0.023384455399128496,2.476e-05,1.2503745796156545,1.2503744766523288,1.2503745857785864,1.2503746738646002,1.2503746884129938,1.2503746015406607,1.2503743963518255,1.250374084450082,1.2503737039952283,1.2503732878083358,1.2503728094694233,0.00016749116357149795,0.28192098280533184,0.43421026817564945,0.5312313072132427,0.5989460856660882,0.6490907720010636,0.6878132155855338,0.7186671004423177,0.7438581687306681,0.764831725958135,0.7824092432280134
14,0.028800874413490836,0.0021514792381673387,0.003660582995507866,0.021998917565284788,2.6740000000000005e-05,1.250434451604566,1.2504343213561107,1.2504344134385603,1.2504344737393938,1.250434446142088,1.2504343095702393,1.250434057792632,1.2504337089977144,1.2504332986919693,1.2504328501364208,1.2504323194871716,0.00019425874853915652,0.28194774042413223,0.4342370169835593,0.5312580426765443,0.5989728014661172,0.6491174630399948,0.6878398802154183,0.7186937416750424,0.7438847933309208,0.7648583413687291,0.7824092432280134
15,0.02887839098075927,0.002151002625137675,0.0038572500343434513,0.022367663725470863,2.8719999999999996e-05,1.2504987038553037,1.2504985177236638,1.250498556281835,1.250498545036618,1.2504984283293212,1.2504982006845269,1.2504978775922135,1.250497490065476,1.2504970670461322,1.2504966098058061,1.2504960378537866,0.00022298515921159118,0.2819764415883759,0.43426569443729146,0.5312866883014898,0.5990014065525685,0.6491460223330949,0.6878683952169123,0.7187222219325776,0.7439132538645181,0.764886796709683,0.7824092432280134
16,0.02773056682895858,0.002150499379942203,0.003818791010417044,0.02186194638429195,3.07e-05,1.2505673337929621,1.2505669679142715,1.2505668234623408,1.2505665821604273,1.250566186901576,1.2505656736270083,1.250565129722986,1.2505646468193923,1.2505642571059543,1.2505639041650873,1.2505633909088907,0.0002536594837770206,0.28200702741559625,0.4342961976671817,0.5313170870341968,0.59903167715283,0.6491761499060409,0.6878983851902439,0.7187521070789972,0.7439430885026493,0.7649166377030141,0.7824092432280134
17,0.030860231935980115,0.002149959462570874,0.0037897079600952566,0.02383303162923773,3.2680000000000006e-05,1.2506405330634345,1.2506400843770349,1.2506398320410814,1.2506394427724812,1.2506388528396468,1.2506381201743304,1.2506373806290885,1.2506367718301934,1.250636333355754,1.2506359723420781,1.2506354175164773,0.00028638878160240503,0.282039713284793,0.4343288360889557,0.531349659487611,0.5990641624649283,0.6492085310059221,0.6879306582814022,0.7187842885004142,0.7439752122611407,0.7649487424375911,0.7824092432280134
18,0.026050712501561803,0.0021493951165855226,0.0037899170420132577,0.02018682798639521,3.466000000000001e-05,1.2507176902249528,1.250717094217256,1.2507166040435629,1.2507158845378767,1.250714904533222,1.25071380990553,1.2507128499006943,1.250712229732299,1.250711955301084,1.2507118215157587,1.2507113848879006,0.0003208654148476504,0.2820741092856859,0.43436311580125564,0.5313837850788292,0.5990981015099861,0.6492422714401981,0.6879642232833485,0.7188177411630783,0.7440086394366733,0.764982222498908,0.7824092432280134
19,0.03211563988233178,0.0021487909906249742,0.003864375001285225,0.02428627378444403,3.664e-05,1.2507995248881831,1.2507989533379131,1.2507983517297634,1.2507974430906548,1.2507962214469863,1.2507948913261098,1.2507937819045516,1.2507931488181723,1.2507929770172523,1.2507929856300861,1.250792614005926,0.00035745203043196556,0.2821106951323252,0.43439964418100363,0.5314202251726265,0.5991344266126006,0.6492784681140557,0.6880003026206799,0.7188537435092651,0.7440446235173624,0.7650182417265916,0.7824092432280134
20,0.029690268095178437,0.002148155679240947,0.0039006659644655883,0.02290357362322262,3.8620000000000006e-05,1.250885913427157,1.2508852812640519,1.250884480148969,1.2508832873913087,1.2508817410795092,1.2508801291298506,1.250878879509505,1.2508782980090563,1.2508783274577342,1.2508785829231546,1.25087835498128,0.00039607097494842646,0.282149270832497,0.43443812562288914,0.5314585771186355,0.5991726227833672,0.6493165021150202,0.6880381998229658,0.7188915636320389,0.7440824443362756,0.7650561292738294,0.7824092432280134
21,0.032049149936692715,0.002147479139863592,0.0038119590026326478,0.02397303816691682,4.0600000000000004e-05,1.2509769110605853,1.2509762961741304,1.250975461657767,1.25097421652499,1.2509726071865774,1.2509709589621523,1.2509697492766483,1.2509693006252056,1.25096951501476,1.2509699389535849,1.2509697855093396,0.0004367677080459956,0.2821899722304428,0.4344788133970438,0.5314992386315961,0.5992132461297699,0.6493570835512367,0.6880787517370724,0.7189321163601762,0.7441230354999698,0.7650967846290118,0.7824092432280134
22,0.029147973491888936,0.0021467740949201674,0.0038257080013863742,0.022393781228819562,4.2579999999999996e-05,1.2510722750701633,1.2510716445850143,1.251070695000774,1.2510692817786568,1.2510674732842046,1.2510656547103853,1.2510643869238267,1.2510640391775552,1.251064478714789,1.2510651618037154,1.2510651733478064,0.00047940835208645544,0.28223259652801386,0.43452138407898067,0.5315417302987023,0.5992556366898074,0.6493993643412833,0.6881209400516504,0.7189742601162686,0.7441651998815919,0.7651390245568611,0.7824092432280134
23,0.029186179797652735,0.0021460377410509484,0.003797791025135666,0.02224977654767679,4.4559999999999993e-05,1.251171893054183,1.2511712587588326,1.251170256582789,1.2511687238861418,1.251166730920536,1.2511647087267952,1.2511633035604262,1.251162954498277,1.2511635268000663,1.2511644097483419,1.251164563980481,0.0005239450327604405,0.2822771255716849,0.4345658777133421,0.5315861587561149,0.5992999685423667,0.6494435777908324,0.6881650382282833,0.7190182805085577,0.7442092055448899,0.7651830777994533,0.7824092432280134
24,0.031248742033687122,0.002145261162036386,0.0036641249898821115,0.02378457286865231,4.654e-05,1.2512761139298476,1.2512755975021097,1.2512747011028666,1.25127325629244,1.251271307759009,1.2512692900991913,1.2512678824076227,1.2512675524896002,1.2512681587329038,1.2512690595968514,1.2512691828055549,0.0005705490641333506,0.2823237872314475,0.4346125754603899,0.5316328817415742,0.599346697810696,0.6494902933445394,0.68821172925948,0.7190649531185183,0.7442558795391954,0.7652297724398361,0.7824092432280134
25,0.028470099199341004,0.002144457809962113,0.0038354580174200237,0.021965495255650325,4.8519999999999996e-05,1.2513846741020584,1.2513840433770336,1.2513830184376995,1.2513814623633956,1.251379425394427,1.2513773850080745,1.251376073189453,1.2513759624052312,1.2513768422298668,1.2513779740040603,1.2513781892547826,0.0006190691974923079,0.2823722563977526,0.43466098413078597,0.5316812275640722,0.5993949771451333,0.6495385126945666,0.6882599152394567,0.7191131530868783,0.7443041461370088,0.7652781387792015,0.7824092432280134
26,0.03170293137290477,0.0021436122982041983,0.003848541993647814,0.023851851714214625,5.05e-05,1.2514978515910946,1.2514972691435853,1.2514963203441865,1.251494892888305,1.2514930332436451,1.2514912363749338,1.2514902429857064,1.2514904875292334,1.251491676679207,1.251492996644186,1.2514932443202371,0.0006696648749754938,0.2824228865091991,0.4347116423648127,0.5317319269058903,0.5994457270966078,0.6495893264352745,0.6883108131048493,0.7191641591633388,0.7443552757319879,0.7653293831798583,0.7824092432280134
27,0.027688635669667103,0.0021427431288060803,0.0037334589869715273,0.02133745931845392,5.2480000000000006e-05,1.2516150497498653,1.2516144113286793,1.2516133709073494,1.2516118706326886,1.2516099883116945,1.2516082863234295,1.2516075696505855,1.2516082626194711,1.2516099649236836,1.2516117233108952,1.251612192274529,0.0007220319801350363,0.2824752319627949,0.43476393199183544,0.5317841602880584,0.5994979077851812,0.6496414747757427,0.6883629754405493,0.7192164039317489,0.7444076700706821,0.7653819605802114,0.7824092432280134
28,0.029618906281457122,0.002141841811102248,0.0036997499992139637,0.02287021942453426,5.4460000000000004e-05,1.2517367015111576,1.2517360973793603,1.2517349679453968,1.251733364052717,1.2517314044528878,1.2517297296170522,1.2517292229623904,1.25173031345337,1.2517325027033324,1.2517346965489977,1.2517353942250913,0.0007763949809710858,0.2825296129755306,0.4348182589245256,0.5318384223978231,0.5995521000141883,0.6496956108623453,0.6884170982329331,0.7192705828220736,0.7444619778524257,0.7654364393628268,0.7824092432280134
29,0.02947936145056056,0.0021409089178652243,0.003838542033918202,0.022361521564717362,5.644000000000001e-05,1.2518627031252945,1.2518620626857253,1.251860798982685,1.2518590479332639,1.2518570118132388,1.251855447334513,1.2518553261647296,1.2518570516783845,1.251859971449093,1.2518627979506913,1.2518638302589724,0.0008326918069254162,0.28258589000544304,0.4348744520935869,0.5318945196285718,0.5996081066745663,0.6497515633855887,0.6884730706493152,0.7193266755779585,0.7445182836082159,0.7654930013483547,0.7824092432280134
30,0.03094958863698238,0.002139939496336257,0.0038226250326260924,0.02384592304614388,5.842e-05,1.2519935304054264,1.2519929092943192,1.25199157525142,1.2519897688979356,1.2519877212582342,1.2519862531273829,1.2519863938576354,1.2519885316612773,1.251991911530023,1.251995119788518,1.2519963307931132,0.0008911634773006399,0.2826443757795108,0.4349328953422458,0.5319529168045263,0.5996664581321256,0.649809886215926,0.6885314068389363,0.7193850877080686,0.74457683257556,0.7655517162742157,0.7824092432280134
31,0.030614420939705317,0.0021389358266181847,0.0038372910348698497,0.023172847238996843,6.04e-05,1.2521288886215016,1.2521283971547352,1.2521270025537228,1.252125140536049,1.2521230863661161,1.2521217269842406,1.2521221496660988,1.2521247291132278,1.252128611692436,1.2521322625045952,1.2521337296971242,0.0009516621904049233,0.28270494020875975,0.43499342466977575,0.5320134065981537,0.5997269102583074,0.6498703194118166,0.6885918642047812,0.719445632392363,0.7446375258950826,0.7656125879227464,0.7824092432280134
32,0.03033653444721339,0.0021378974895142084,0.003728457959368825,0.02336034453733499,6.238000000000001e-05,1.2522688207477324,1.2522685665422368,1.2522671802833505,1.2522653258707277,1.2522633092056592,1.2522620512960607,1.2522626703397481,1.2522655299338374,1.2522697122284132,1.25227360625199,1.2522751856086813,0.0010142171614374482,0.2827676142694482,0.435056098159176,0.5320760748838115,0.5997895712668172,0.64993297946612,0.6886545443783223,0.7195083685804928,0.7447003556684337,0.7656755291571992,0.7824092432280134
33,0.02753385171327104,0.0021368403179602264,0.0038359580212272704,0.021436028190640687,6.436e-05,1.2524126377131286,1.2524125883787312,1.2524110451728512,1.252408914770439,1.2524065690594475,1.2524050318746165,1.2524055437287098,1.2524085341570292,1.2524130364658563,1.2524173057055168,1.2524191029350773,0.0010784840358201932,0.28283197542945254,0.4351203713949518,0.5321402156056646,0.5998535431134474,0.6499967698468784,0.6887181814066442,0.7195719273647431,0.7447639384380086,0.7657392235923969,0.7824092432280134
34,0.028145894658941656,0.0021357617285887587,0.003836125019006431,0.021845611719393813,6.634e-05,1.2525606758624894,1.252560604918643,1.2525586748044393,1.252555997181661,1.252553035254001,1.2525509687903023,1.2525512215010581,1.252554325327795,1.252559251260779,1.2525640639384608,1.2525662103835813,0.0011446086672835267,0.28289808503215896,0.43518628616795657,0.5322058740038558,0.5999188965708757,0.6500618066330923,0.6887829503547394,0.71963654551447,0.7448285624916186,0.7658039919415478,0.7824092432280134
35,0.026698925606400966,0.002134671831567931,0.003803917032200843,0.021224473475239453,6.832000000000001e-05,1.2527126993847693,1.2527124519438193,1.2527097508250766,1.2527060230328169,1.2527018495901485,1.2526986242210985,1.2526980580963374,1.2527008928824677,1.252706081244272,1.2527114517609759,1.2527139936135616,0.0012124748448431105,0.2829658461740842,0.4352536736544763,0.5322727822222034,0.5999852345610175,0.650127532302844,0.6888481117628877,0.719701303113152,0.7448931587248583,0.7658686707339795,0.7824092432280134
36,0.029788697197265075,0.002133544981808476,0.0037952910060994327,0.022961240103339234,7.03e-05,1.2528693495635645,1.2528688942968202,1.2528655197941132,1.2528609006122917,1.2528556841581395,1.252851439106236,1.2528501332972832,1.2528527024336806,1.2528580857864144,1.2528638968001495,1.2528667106835565,0.001282416164546719,0.2830356821578828,0.43532318492615313,0.5323418824636718,0.6000538401431221,0.6501955984876138,0.6889156733510785,0.7197684972030723,0.7449601984162233,0.7659357717282137,0.7824092432280134
37,0.028486462595588458,0.002132393194110632,0.0038097089855000377,0.02224970965458702,7.228e-05,1.2530303799772038,1.25302966210445,1.253025442574437,1.2530197471813274,1.253013281212815,1.2530077882875328,1.2530055209439914,1.2530076566445232,1.253013158160236,1.2530194232587613,1.2530225557504182,0.0013543004795369632,0.2831074289849522,0.4353945323953885,0.5324127377819967,0.6001241091341835,0.650265224770109,0.6889846868279881,0.7198370455051397,0.7450285237440891,0.766004130770701,0.7824092432280134
38,0.02971571552057305,0.0021312104387416087,0.003767667047213763,0.022672482888116383,7.426e-05,1.2531960575746597,1.253194913617608,1.2531897093505648,1.2531828231020206,1.2531750436007119,1.2531683219769842,1.2531652237901458,1.2531671672213769,1.2531730981817022,1.25318013966394,1.2531838454121034,0.0014282498303075744,0.2831811630107762,0.43546780762946147,0.5324854667886071,0.6001962088473008,0.6503366592035971,0.6890555175706145,0.7199074593882813,0.7450987987609756,0.7660745431021906,0.7824092432280134
39,0.029799659472094193,0.0021299894477432276,0.0039094999665394425,0.022464233802088708,7.624e-05,1.2533661940914889,1.2533644226283587,1.2533582141718065,1.2533502841328508,1.2533415011384863,1.2533340041720784,1.2533306162424978,1.2533329025779185,1.2533396992466077,1.2533478092299157,1.2533522475275558,0.0015041799963901581,0.2832567974297563,0.43554298423769605,0.5325601528976492,0.6002703764361638,0.6504103254678693,0.6891287865225467,0.7199805352165685,0.7451719408970895,0.7661479753545617,0.7824092432280134
40,0.028553315753024968,0.002128745442479696,0.003684709023218602,0.02226792092348446,7.822e-05,1.2535407808631644,1.2535382564166249,1.2535308080813496,1.2535215572245508,1.2535114722645306,1.25350292258487,1.2534990557242232,1.2535016304390163,1.253509361552139,1.2535186728926655,1.2535239440787294,0.001582083474116069,0.2833343351152126,0.4356199583707404,0.532636511184717,0.6003460742850912,0.6504853744682666,0.6892033062745874,0.7200547702421605,0.7452462068274346,0.7662225502957934,0.7824092432280134
41,0.030644048262063912,0.0021274593683586664,0.0038257919950410724,0.023163336734361915,8.020000000000001e-05,1.2537200319249762,1.2537169784168816,1.2537083961831166,1.2536980152720358,1.253686915503009,1.2536776525912305,1.2536736261066312,1.2536767187149713,1.2536854956273682,1.2536960279715779,1.2537021391007899,0.0016620810892746484,0.28341407836988963,0.4356991941283729,0.5327152192986361,0.6004242447595862,0.6505630446196525,0.6892806025269109,0.7201319183369237,0.7453234804552087,0.7663001752063546,0.7824092432280134
42,0.029693085181785414,0.002126135668456477,0.0037778340047225356,0.02276870861892755,8.218e-05,1.2539035772724723,1.2539003501032169,1.2538909312372462,1.2538796495199027,1.2538677004914687,1.2538578048738265,1.253853579847235,1.25385702193613,1.2538665816744727,1.2538780414436594,1.253884757823622,0.0017440092911244277,0.2834959312681286,0.43578065924918113,0.5327962636093239,0.6005048444049015,0.6506432157521204,0.6893604373055168,0.720211596826938,0.7454032301483623,0.7663801897072463,0.7824092432280134
43,0.028480009438347303,0.00212478675114846,0.003849291999358684,0.022053864286131455,8.416000000000001e-05,1.254091292052228,1.2540878478059125,1.2540774658129101,1.2540651306806094,1.2540521770150372,1.2540415116595554,1.2540369874068231,1.2540407148524573,1.2540510085728855,1.2540633338644254,1.2540705608522198,0.0018277914891798666,0.2835796203572394,0.43586391123613394,0.532879037426811,0.6005871115565412,0.6507249925402345,0.6894418221185792,0.7202927810408961,0.7454844539577522,0.7664616568350111,0.7824092432280134
44,0.028147902767234556,0.0021234149167553965,0.003735334030352533,0.021667194796153366,8.614e-05,1.254282861339148,1.2542793066558178,1.2542680071011734,1.2542545503633975,1.2542404268044884,1.2542287363500038,1.25422359960218,1.254227306971129,1.2542381036193015,1.2542511653554032,1.25425884633526,0.0019132671112838968,0.28366505355556765,0.4359488990062939,0.5329635069586767,0.6006710023632315,0.6508082882587173,0.6895245951614706,0.7203752156104172,0.7455668099311653,0.7665441809394188,0.7824092432280134
45,0.02955957035899879,0.002122013646872457,0.0038339170278050005,0.022781609141770343,8.812e-05,1.2544792466742969,1.254475367433202,1.254463004276936,1.2544483157570467,1.2544329228471316,1.2544201105502188,1.2544142830524583,1.2544179345600306,1.254429250748524,1.2544431055872556,1.2544512997128847,0.0020008840976358027,0.2837525400942675,0.4360358876658431,0.5330499328486842,0.6007568049614141,0.6508934487623709,0.6896091872910587,0.7204594330771087,0.7456509300820434,0.7666284706039372,0.7824092432280134
46,0.031597586717093104,0.002120556565237382,0.003864250029437244,0.023558307066539583,9.010000000000001e-05,1.2546805363073315,1.2546764728361213,1.2546634301405668,1.2546481363982103,1.2546322780843704,1.2546192365863194,1.2546135621536647,1.2546178006732378,1.254629995799256,1.2546447539685588,1.2546534845054191,0.0020907048634496686,0.28384232850684826,0.4361253546943367,0.5331390998205832,0.6008456827955235,0.6509820696176488,0.6896976379322425,0.7205478648828174,0.7457395233019891,0.7667173653336425,0.7824092432280134
47,0.0312630742017323,0.0021190467570978808,0.0038020830252207816,0.02350741526997898,9.208000000000001e-05,1.2548865429081426,1.2548826091440393,1.2548693769633694,1.2548540455457702,1.2548383961887464,1.2548258476441387,1.2548209519805662,1.2548261558242388,1.2548392957493673,1.254854760579329,1.2548637495183894,0.002182659446430188,0.2839344194177993,0.4362173283737845,0.5332310140594191,0.6009375949899949,0.6510740471436604,0.6897897653810191,0.7206402374143671,0.745832216874625,0.7668103965952684,0.7824092432280134
48,0.027647689538507547,0.002117520725945707,0.003917374997399747,0.021382009229222565,9.406e-05,1.2550962860441282,1.255092215776925,1.255078505407897,1.2550628274252327,1.2550470913798306,1.2550348097050794,1.2550305909218624,1.2550367951084223,1.255051007637031,1.2550673242249126,1.255076633200502,0.0022762498035428804,0.2840280229334683,0.4363106868586275,0.5333241751669717,0.6010306116848657,0.6511669968736478,0.6898827627999807,0.7207334251670755,0.7459257234404209,0.7669042800129262,0.7824092432280134
49,0.030170744531934898,0.0021159542696663094,0.003771750023588538,0.022635653059062424,9.604e-05,1.2553105005280702,1.255306290565193,1.25529214503475,1.255276319948084,1.2552608687989513,1.2552493926284354,1.2552465044790473,1.2552543754606715,1.255270231691294,1.2552878170092125,1.2552977035494883,0.0023718211875381244,0.2841236149535286,0.4364060482572686,0.533419404425959,0.6011258181352621,0.65126231796543,0.6899783661767842,0.7208294817732821,0.7460223507105165,0.767001485236772,0.7824092432280134
50,0.028977858254302914,0.00211436439984045,0.003896875015925616,0.022360169096270734,9.802e-05,1.25552912627895,1.2555246792648613,1.2555099893804564,1.2554938347826754,1.2554784181904841,1.2554674712797902,1.255465679735913,1.2554750884794184,1.2554925835488797,1.2555115248991258,1.2555220830356402,0.002469349514287025,0.28422111851814175,0.4365032614685605,0.5335163962822896,0.6012226684257018,0.6513591445333565,0.6900753371657123,0.7209267950462548,0.746120172664842,0.7670998792666086,0.7824092432280134
51,0.027321962274186175,0.0021127641542858008,0.003736790968105197,0.021294567792500867,0.0001,1.2557514733899005,1.2557465182480525,1.2557310605342489,1.2557141921466748,1.2556982934616743,1.2556873055117834,1.2556861076567583,1.2556967273406707,1.2557157399503633,1.2557360572618077,1.2557472919980759,0.0025685080174563855,0.2843201219386518,0.4366018547181417,0.5336145910456204,0.6013204908817251,0.6514566764592434,0.6901727451678344,0.721024320867954,0.7462180647531558,0.7671982957072897,0.7824092432280134
52,0.028949078060107145,0.0021111684423572624,0.0036626250366680324,0.022478154620995477,9.999879371991704e-05,1.255973898533593,1.2559684580020767,1.255952273677834,1.2559347081809968,1.2559182432884048,1.2559069597516148,1.255905907602363,1.2559171589575822,1.2559371044465093,1.2559583251550117,1.255969954759316,0.0026677147270280314,0.2844191929245063,0.43670054303809897,0.5337129024819985,0.6014184254066537,0.6515542687069751,0.6902700995838263,0.7211216196791205,0.7463155235334763,0.7672960821163474,0.7824092432280134
53,0.029938247227768906,0.002109573323112356,0.0038772079860791564,0.02307848989014191,9.999517493846056e-05,1.2561968133132138,1.2561910680182713,1.2561742359914145,1.2561559154628863,1.2561387156392256,1.2561268715415925,1.2561256335860933,1.2561371736664981,1.2561577564899418,1.2561796663215692,1.2561915692785726,0.0027671496869407335,0.2845185724958924,0.43679956410829834,0.5338115326638366,0.6015166302532231,0.6516520490682077,0.6903675298884946,0.7212188642921858,0.7464128002478957,0.7673935822125194,0.7824092432280134
54,0.031010891376062784,0.002107964893911318,0.0046237080241553485,0.023664341530809343,9.998914383200487e-05,1.256420408454103,1.2564146241341803,1.2563974729337615,1.2563787538401323,1.2563611305406954,1.2563489262017018,1.2563475306484615,1.2563591980281876,1.2563801211265617,1.256402390054584,1.2564143502297773,0.0028669284664397166,0.284618445703618,0.4368992389755968,0.5339109911023084,0.6016158339935407,0.6517509757801833,0.6904662062214331,0.7213173849410536,0.7465113080060436,0.7674922115162353,0.7824092432280134
55,0.030260990975788205,0.0021063515590849418,0.003830125031527132,0.023245220271231094,9.998070069449754e-05,1.256644402066708,1.2566386874619286,1.2566213699930138,1.256602403927906,1.256584495449186,1.256572011878259,1.2565704201330177,1.2565820287708027,1.2566029946607697,1.2566252930172161,1.256637069502811,0.002966900324592839,0.2847185776971195,0.4369992439429318,0.5340108547228425,0.6017155183645722,0.6518504476463177,0.6905654624500019,0.7214164735529294,0.7466103218653746,0.7675912504065093,0.7824092432280134
